Date,Open,High,Low,Close,Adj Close,Volume
2016-04-06,77.480003,78.300003,77.320000,78.269997,72.410965,533600
2016-04-07,77.870003,78.040001,76.959999,77.290001,71.504333,647200
2016-04-08,77.839996,78.139999,77.430000,77.629997,71.818871,536100
2016-04-11,77.919998,78.360001,77.510002,77.540001,71.735626,696900
2016-04-12,77.629997,78.519997,77.449997,78.379997,72.512741,585600
2016-04-13,78.760002,79.379997,78.669998,79.370003,73.428619,1003400
2016-04-14,79.419998,79.419998,79.029999,79.209999,73.280609,622500
2016-04-15,79.160004,79.260002,78.930000,79.190002,73.262108,656700
2016-04-18,78.930000,79.769997,78.760002,79.760002,73.789436,543100
2016-04-19,79.940002,80.309998,79.760002,80.110001,74.113220,691200
2016-04-20,80.199997,80.599998,79.889999,80.260002,74.252007,681100
2016-04-21,80.260002,80.379997,79.639999,79.720001,73.752434,633600
2016-04-22,79.879997,80.339996,79.800003,80.220001,74.215012,748000
2016-04-25,79.940002,80.059998,79.550003,79.879997,73.900459,726200
2016-04-26,80.029999,80.440002,79.949997,80.440002,74.418526,1199600
2016-04-27,80.370003,81.110001,80.339996,80.959999,74.899597,895300
2016-04-28,80.349998,80.970001,79.839996,80.000000,74.011452,933500
2016-04-29,79.779999,79.830002,78.839996,79.510002,73.558144,831700
2016-05-02,79.720001,80.070000,79.330002,79.980003,73.992966,734400
2016-05-03,79.379997,79.379997,78.730003,79.080002,73.160339,1243200
2016-05-04,78.680000,79.040001,78.320000,78.570000,72.688515,1157100
2016-05-05,78.760002,79.059998,78.389999,78.550003,72.670029,599900
2016-05-06,78.230003,78.870003,78.120003,78.800003,72.901306,585100
2016-05-09,78.709999,78.980003,78.519997,78.769997,72.873528,481400
2016-05-10,79.050003,79.760002,78.980003,79.739998,73.770935,474600
2016-05-11,79.500000,79.730003,78.940002,78.940002,73.030830,519800
2016-05-12,79.320000,79.470001,78.430000,78.919998,73.012306,578200
2016-05-13,78.709999,79.010002,78.010002,78.160004,72.309204,785100
2016-05-16,78.269997,79.160004,78.260002,78.959999,73.049316,1463200
2016-05-17,78.769997,79.169998,78.190002,78.419998,72.549721,918100
2016-05-18,78.209999,78.820000,77.750000,78.230003,72.373970,793300
2016-05-19,77.830002,78.169998,77.389999,78.000000,72.161163,758000
2016-05-20,78.279999,78.720001,78.169998,78.580002,72.697762,462200
2016-05-23,78.570000,78.779999,78.459999,78.529999,72.651489,431500
2016-05-24,78.809998,79.709999,78.809998,79.540001,73.585899,553400
2016-05-25,79.790001,80.349998,79.779999,80.160004,74.159508,752600
2016-05-26,80.290001,80.410004,80.019997,80.099998,74.103973,876700
2016-05-27,80.160004,80.559998,80.160004,80.559998,74.529541,487100
2016-05-31,80.709999,80.860001,80.290001,80.589996,74.557297,705800
2016-06-01,80.250000,80.820000,80.089996,80.760002,74.714584,563400
2016-06-02,80.570000,81.110001,80.459999,81.110001,75.038368,825200
2016-06-03,80.860001,80.980003,80.239998,80.830002,74.779335,764100
2016-06-06,81.040001,81.510002,80.940002,81.379997,75.288155,495700
2016-06-07,81.430000,81.900002,81.379997,81.680000,75.565704,716600
2016-06-08,81.790001,82.010002,81.650002,81.910004,75.778473,701400
2016-06-09,81.529999,81.779999,81.349998,81.699997,75.584206,880200
2016-06-10,81.120003,81.120003,80.339996,80.610001,74.575790,497000
2016-06-13,80.339996,80.800003,79.870003,79.889999,73.909683,609100
2016-06-14,79.739998,80.019997,79.160004,79.639999,73.678413,1017000
2016-06-15,79.800003,80.230003,79.580002,79.650002,73.687668,836700
2016-06-16,79.239998,79.809998,78.650002,79.739998,73.770935,1107800
2016-06-17,79.510002,79.860001,79.300003,79.690002,73.897980,602400
2016-06-20,80.589996,80.989998,80.260002,80.349998,74.509979,579300
2016-06-21,80.480003,80.650002,80.110001,80.400002,74.556374,670500
2016-06-22,80.550003,80.879997,80.269997,80.320000,74.482178,794700
2016-06-23,81.010002,81.500000,80.849998,81.489998,75.567146,697300
2016-06-24,78.720001,79.690002,78.010002,78.120003,72.442085,2750900
2016-06-27,77.470001,77.489998,75.790001,76.139999,70.606003,2316800
2016-06-28,76.779999,77.660004,76.779999,77.629997,71.987701,2993300
2016-06-29,78.260002,79.260002,78.239998,79.120003,73.369392,1657100
2016-06-30,79.309998,80.360001,78.989998,80.349998,74.509979,1035900
2016-07-01,80.339996,80.870003,80.089996,80.599998,74.741821,1242100
2016-07-05,80.239998,80.269997,79.250000,79.629997,73.842316,1360600
2016-07-06,79.339996,80.139999,79.000000,80.110001,74.287437,941700
2016-07-07,80.230003,80.669998,79.750000,80.099998,74.278191,762500
2016-07-08,80.720001,81.709999,80.720001,81.599998,75.669159,609100
2016-07-11,81.779999,82.120003,81.690002,81.919998,75.965889,651200
2016-07-12,82.360001,83.040001,82.360001,82.889999,76.865402,1601300
2016-07-13,83.059998,83.160004,82.480003,82.839996,76.819023,638500
2016-07-14,83.430000,83.519997,83.080002,83.190002,77.143585,705700
2016-07-15,83.440002,83.440002,82.949997,83.139999,77.097214,481000
2016-07-18,83.150002,83.360001,82.949997,83.290001,77.236313,421800
2016-07-19,83.089996,83.110001,82.820000,83.070000,77.032303,370200
2016-07-20,83.209999,83.570000,82.910004,83.480003,77.412514,540200
2016-07-21,83.430000,83.669998,83.000000,83.169998,77.125031,372900
2016-07-22,83.260002,83.720001,83.120003,83.699997,77.616508,489400
2016-07-25,83.570000,83.610001,83.250000,83.510002,77.440315,559100
2016-07-26,83.489998,83.900002,83.360001,83.879997,77.783432,565000
2016-07-27,83.919998,83.930000,83.070000,83.440002,77.375427,603300
2016-07-28,83.320000,83.730003,83.120003,83.599998,77.523788,513400
2016-07-29,83.339996,83.809998,83.089996,83.680000,77.597977,421500
2016-08-01,83.639999,83.739998,83.180000,83.370003,77.310524,650800
2016-08-02,83.290001,83.370003,82.150002,82.519997,76.522285,655300
2016-08-03,82.419998,83.019997,82.239998,82.989998,76.958130,544400
2016-08-04,82.949997,83.239998,82.820000,83.040001,77.004486,688800
2016-08-05,83.339996,83.809998,83.339996,83.730003,77.644341,796700
2016-08-08,83.839996,84.099998,83.699997,83.790001,77.699982,467000
2016-08-09,83.779999,83.970001,83.559998,83.660004,77.579437,547400
2016-08-10,83.720001,83.800003,83.320000,83.440002,77.375427,712300
2016-08-11,83.730003,84.139999,83.669998,84.059998,77.950340,552000
2016-08-12,83.970001,84.129997,83.739998,83.980003,77.876175,858000
2016-08-15,84.110001,84.559998,84.010002,84.379997,78.247093,861500
2016-08-16,84.180000,84.209999,83.889999,83.900002,77.801979,581500
2016-08-17,83.900002,84.029999,83.430000,83.959999,77.857613,606200
2016-08-18,83.970001,84.430000,83.970001,84.410004,78.274918,591400
2016-08-19,84.160004,84.500000,84.029999,84.440002,78.302734,680400
2016-08-22,84.250000,84.430000,84.059998,84.339996,78.209991,499300
2016-08-23,84.650002,84.900002,84.650002,84.709999,78.553093,570400
2016-08-24,84.610001,84.709999,83.959999,84.120003,78.005989,774600
2016-08-25,84.000000,84.389999,83.930000,84.110001,77.996712,611300
2016-08-26,84.239998,84.730003,83.470001,83.849998,77.755608,701100
2016-08-29,83.910004,84.489998,83.910004,84.320000,78.191437,589700
2016-08-30,84.360001,84.430000,83.900002,84.190002,78.070908,488500
2016-08-31,84.070000,84.070000,83.419998,83.809998,77.718521,784300
2016-09-01,83.849998,84.010002,83.209999,83.790001,77.699982,980800
2016-09-02,84.019997,84.419998,83.980003,84.209999,78.089447,596900
2016-09-06,84.370003,84.419998,83.910004,84.349998,78.219276,634000
2016-09-07,84.349998,84.589996,84.220001,84.589996,78.441818,592800
2016-09-08,84.419998,84.599998,84.230003,84.449997,78.312004,1255700
2016-09-09,83.839996,84.070000,82.129997,82.169998,76.197723,1333900
2016-09-12,81.779999,83.559998,81.650002,83.330002,77.273415,1076100
2016-09-13,82.680000,82.849998,81.639999,81.930000,75.975159,1470200
2016-09-14,81.970001,82.459999,81.529999,81.809998,75.863884,1055200
2016-09-15,81.739998,82.800003,81.620003,82.629997,76.624290,869900
2016-09-16,82.080002,82.099998,81.629997,81.970001,76.289230,797100
2016-09-19,82.300003,82.699997,81.980003,82.160004,76.466057,1235100
2016-09-20,82.529999,82.570000,81.959999,81.959999,76.279938,788500
2016-09-21,82.260002,83.160004,82.080002,83.070000,77.312988,1297700
2016-09-22,83.480003,83.849998,83.339996,83.720001,77.917969,843800
2016-09-23,83.529999,83.690002,83.260002,83.300003,77.527054,509100
2016-09-26,82.959999,83.080002,82.610001,82.660004,76.931419,676900
2016-09-27,82.589996,83.089996,82.419998,83.029999,77.275780,630100
2016-09-28,83.190002,83.690002,82.690002,83.610001,77.815575,988000
2016-09-29,83.510002,83.790001,82.660004,82.910004,77.164108,1090900
2016-09-30,83.209999,83.879997,83.059998,83.589996,77.796974,798900
2016-10-03,83.339996,83.449997,83.029999,83.239998,77.471222,830600
2016-10-04,83.360001,83.410004,82.459999,82.730003,76.996582,1684600
2016-10-05,83.010002,83.410004,82.849998,83.220001,77.452606,592700
2016-10-06,83.070000,83.330002,82.800003,83.260002,77.489830,736100
2016-10-07,83.339996,83.489998,82.500000,82.809998,77.071014,660100
2016-10-10,83.139999,83.540001,83.139999,83.180000,77.415390,464000
2016-10-11,82.930000,82.930000,81.610001,81.940002,76.261314,869800
2016-10-12,81.959999,82.279999,81.739998,82.050003,76.363686,772000
2016-10-13,81.480003,82.000000,80.949997,81.750000,76.084480,632900
2016-10-14,82.180000,82.449997,81.690002,81.690002,76.028648,941600
2016-10-17,81.709999,81.849998,81.349998,81.410004,75.768044,560600
2016-10-18,82.139999,82.199997,81.760002,81.970001,76.289230,525100
2016-10-19,82.120003,82.500000,81.879997,82.370003,76.661514,578100
2016-10-20,82.190002,82.470001,81.889999,82.209999,76.512611,610300
2016-10-21,81.790001,82.250000,81.610001,82.160004,76.466057,470000
2016-10-24,82.550003,82.760002,82.269997,82.419998,76.708031,404600
2016-10-25,82.269997,82.290001,81.870003,81.949997,76.270615,766200
2016-10-26,81.650002,82.110001,81.570000,81.910004,76.233406,535100
2016-10-27,82.150002,82.199997,81.379997,81.430000,75.786659,447700
2016-10-28,81.410004,82.000000,81.120003,81.419998,75.777351,729400
2016-10-31,81.650002,81.779999,81.449997,81.550003,75.898338,605400
2016-11-01,81.750000,81.750000,80.330002,80.879997,75.274765,1802400
2016-11-02,80.739998,80.940002,80.120003,80.300003,74.734970,848400
2016-11-03,80.449997,80.599998,79.900002,80.040001,74.492989,731800
2016-11-04,80.099998,80.660004,79.940002,80.050003,74.502319,891800
2016-11-07,81.370003,81.800003,81.120003,81.779999,76.112404,1131500
2016-11-08,81.680000,82.339996,81.389999,82.089996,76.400917,931800
2016-11-09,81.410004,83.370003,80.879997,83.059998,77.303711,2302300
2016-11-10,83.540001,84.169998,83.040001,83.669998,77.871429,3215400
2016-11-11,83.459999,83.739998,83.070000,83.669998,77.871429,1771600
2016-11-14,83.989998,84.459999,83.879997,84.370003,78.522919,2660400
2016-11-15,84.570000,84.989998,84.339996,84.989998,79.099937,1617300
2016-11-16,84.790001,84.800003,84.410004,84.620003,78.755592,1455800
2016-11-17,84.739998,85.110001,84.620003,85.070000,79.174393,1636100
2016-11-18,85.139999,85.139999,84.790001,84.870003,78.988266,1209900
2016-11-21,85.180000,85.559998,85.120003,85.540001,79.611809,2311700
2016-11-22,85.760002,85.860001,85.400002,85.800003,79.853813,1528700
2016-11-23,85.660004,86.040001,85.529999,86.010002,80.049248,1265400
2016-11-25,86.190002,86.320000,86.050003,86.320000,80.337776,670000
2016-11-28,86.180000,86.239998,85.690002,85.739998,79.797974,1302800
2016-11-29,85.790001,86.019997,85.540001,85.800003,79.853813,1262100
2016-11-30,86.190002,86.269997,85.809998,85.820000,79.872421,2193000
2016-12-01,86.050003,86.160004,85.370003,85.559998,79.630424,2467800
2016-12-02,85.570000,85.860001,85.440002,85.580002,79.649055,1186200
2016-12-05,85.980003,86.400002,85.980003,86.220001,80.244705,1661300
2016-12-06,86.379997,86.669998,86.070000,86.660004,80.654198,1447600
2016-12-07,86.690002,87.940002,86.639999,87.900002,81.808273,1608200
2016-12-08,87.949997,88.529999,87.760002,88.260002,82.143326,1743600
2016-12-09,88.389999,88.510002,88.160004,88.510002,82.375999,1869700
2016-12-12,88.489998,88.580002,87.879997,88.050003,81.947884,1359700
2016-12-13,88.379997,88.629997,88.080002,88.419998,82.292229,1563300
2016-12-14,88.300003,88.540001,87.290001,87.500000,81.435989,2074700
2016-12-15,87.500000,88.220001,87.339996,87.809998,81.724503,1707200
2016-12-16,87.809998,87.900002,87.230003,87.419998,81.497948,1448400
2016-12-19,87.529999,87.800003,87.330002,87.550003,81.619156,1233300
2016-12-20,87.750000,87.980003,87.669998,87.839996,81.889511,1205800
2016-12-21,87.839996,87.900002,87.620003,87.639999,81.703072,1193100
2016-12-22,87.550003,87.550003,87.089996,87.290001,81.376778,1172300
2016-12-23,87.269997,87.470001,87.269997,87.470001,81.544571,410100
2016-12-27,87.500000,87.900002,87.500000,87.760002,81.814926,1009000
2016-12-28,87.879997,87.879997,86.820000,86.860001,80.975914,839900
2016-12-29,86.889999,87.110001,86.699997,86.889999,81.003883,847200
2016-12-30,87.150002,87.150002,86.360001,86.639999,80.770813,1303200
2017-01-03,87.269997,87.669998,86.800003,87.330002,81.414070,2197200
2017-01-04,87.510002,88.290001,87.510002,88.180000,82.206490,1862200
2017-01-05,88.089996,88.099998,87.570000,87.940002,81.982742,1281700
2017-01-06,88.070000,88.400002,87.720001,88.180000,82.206490,993000
2017-01-09,88.150002,88.150002,87.669998,87.699997,81.758987,1332700
2017-01-10,87.790001,88.160004,87.650002,87.779999,81.833572,1223500
2017-01-11,87.769997,88.050003,87.500000,88.010002,82.048012,1489400
2017-01-12,87.889999,87.940002,87.160004,87.870003,81.917488,1093000
2017-01-13,87.870003,88.180000,87.870003,88.050003,82.085289,1001700
2017-01-17,87.860001,88.129997,87.639999,87.820000,81.870872,1137500
2017-01-18,87.959999,88.089996,87.620003,88.080002,82.113251,929200
2017-01-19,88.070000,88.209999,87.410004,87.639999,81.703072,751000
2017-01-20,87.970001,88.199997,87.629997,87.970001,82.010704,827400
2017-01-23,87.900002,87.970001,87.370003,87.709999,81.768318,1180200
2017-01-24,87.919998,88.730003,87.900002,88.580002,82.579391,1876500
2017-01-25,88.980003,89.279999,88.910004,89.250000,83.204002,1293400
2017-01-26,89.250000,89.320000,88.930000,89.010002,82.980247,943800
2017-01-27,89.110001,89.110001,88.650002,88.739998,82.728539,910100
2017-01-30,88.440002,88.449997,87.660004,88.239998,82.262428,1420000
2017-01-31,88.080002,88.379997,87.760002,88.379997,82.392937,903500
2017-02-01,88.559998,88.680000,87.839996,88.160004,82.187843,1089800
2017-02-02,87.980003,88.470001,87.860001,88.349998,82.364960,826300
2017-02-03,88.690002,89.050003,88.610001,88.959999,82.933647,794700
2017-02-06,88.849998,88.980003,88.570000,88.720001,82.709892,766700
2017-02-07,88.830002,88.940002,88.480003,88.629997,82.626007,830700
2017-02-08,88.629997,88.860001,88.309998,88.820000,82.803131,657200
2017-02-09,88.940002,89.550003,88.900002,89.370003,83.315887,1169100
2017-02-10,89.639999,89.970001,89.589996,89.870003,83.781998,947200
2017-02-13,90.139999,90.410004,90.070000,90.269997,84.154900,856300
2017-02-14,90.160004,90.550003,90.010002,90.510002,84.378647,772800
2017-02-15,90.410004,91.080002,90.379997,90.949997,84.788841,794600
2017-02-16,90.989998,91.099998,90.440002,90.720001,84.574425,791400
2017-02-17,90.500000,90.910004,90.370003,90.900002,84.742241,668200
2017-02-21,91.040001,91.620003,91.040001,91.540001,85.338867,961000
2017-02-22,91.339996,91.480003,91.190002,91.320000,85.133781,671100
2017-02-23,91.589996,91.610001,90.919998,91.160004,84.984604,1023100
2017-02-24,90.800003,91.410004,90.699997,91.410004,85.217674,809800
2017-02-27,91.410004,91.680000,91.239998,91.620003,85.413437,713400
2017-02-28,91.410004,91.440002,91.050003,91.150002,84.975281,720000
2017-03-01,91.849998,92.529999,91.849998,92.269997,86.019424,1166800
2017-03-02,92.199997,92.199997,91.639999,91.669998,85.460045,786700
2017-03-03,91.610001,91.739998,91.360001,91.660004,85.450737,645800
2017-03-06,91.290001,91.519997,91.010002,91.250000,85.068504,512400
2017-03-07,91.110001,91.150002,90.769997,90.839996,84.686287,942300
2017-03-08,90.900002,91.120003,90.559998,90.629997,84.490501,848700
2017-03-09,90.639999,90.870003,90.139999,90.550003,84.415924,1001900
2017-03-10,91.000000,91.150002,90.470001,90.910004,84.751549,488000
2017-03-13,90.910004,91.120003,90.800003,91.089996,84.919350,545300
2017-03-14,90.790001,90.790001,90.330002,90.660004,84.518486,1294300
2017-03-15,90.879997,91.889999,90.849998,91.650002,85.441429,881300
2017-03-16,91.739998,91.750000,91.300003,91.440002,85.245651,676300
2017-03-17,91.279999,91.309998,90.989998,91.059998,85.217575,539000
2017-03-20,91.059998,91.099998,90.610001,90.800003,84.974251,579300
2017-03-21,91.110001,91.110001,89.510002,89.610001,83.860611,1444000
2017-03-22,89.580002,89.900002,89.260002,89.769997,84.010345,873900
2017-03-23,89.750000,90.370003,89.639999,89.809998,84.047760,787800
2017-03-24,89.959999,90.220001,89.459999,89.809998,84.047760,682500
2017-03-27,89.099998,89.790001,88.879997,89.650002,83.898033,780600
2017-03-28,89.620003,90.559998,89.500000,90.389999,84.590553,764800
2017-03-29,90.320000,90.750000,90.199997,90.699997,84.880676,459000
2017-03-30,90.669998,91.010002,90.570000,90.879997,85.049118,512000
2017-03-31,90.820000,91.089996,90.720001,90.820000,84.992973,591800
2017-04-03,90.900002,90.930000,89.919998,90.459999,84.656059,2521200
2017-04-04,90.320000,90.419998,90.089996,90.349998,84.553108,934000
2017-04-05,90.669998,91.169998,89.989998,90.099998,84.319160,980600
2017-04-06,90.209999,90.800003,90.059998,90.580002,84.768356,682000
2017-04-07,90.570000,90.800003,90.309998,90.500000,84.693489,400700
2017-04-10,90.589996,91.029999,90.430000,90.709999,84.890015,489500
2017-04-11,90.550003,90.739998,90.000000,90.739998,84.918091,617200
2017-04-12,90.629997,90.650002,90.070000,90.180000,84.394028,544500
2017-04-13,90.040001,90.290001,89.540001,89.550003,83.804451,605400
2017-04-17,89.820000,90.300003,89.639999,90.279999,84.487602,802300
2017-04-18,89.959999,90.250000,89.669998,90.019997,84.244293,607100
2017-04-19,90.330002,90.550003,89.930000,90.050003,84.272362,656700
2017-04-20,90.309998,90.989998,90.180000,90.790001,84.964882,582100
2017-04-21,90.739998,90.779999,90.309998,90.500000,84.693489,824200
2017-04-24,91.470001,91.599998,91.160004,91.389999,85.526398,698500
2017-04-25,91.629997,92.000000,91.540001,91.870003,85.975609,649900
2017-04-26,91.889999,92.339996,91.669998,91.889999,85.994308,710200
2017-04-27,91.970001,92.040001,91.559998,91.849998,85.956871,662000
2017-04-28,91.879997,91.910004,91.339996,91.419998,85.554474,632900
2017-05-01,91.629997,91.629997,91.239998,91.379997,85.517029,862000
2017-05-02,91.489998,91.570000,91.260002,91.459999,85.591896,512600
2017-05-03,91.279999,91.379997,90.910004,91.169998,85.320511,621900
2017-05-04,91.269997,91.339996,90.830002,91.250000,85.395363,560800
2017-05-05,91.459999,91.849998,91.349998,91.849998,85.956871,453500
2017-05-08,91.879997,91.930000,91.480003,91.639999,85.760353,541000
2017-05-09,91.730003,91.800003,91.449997,91.580002,85.704208,590800
2017-05-10,91.620003,91.949997,91.410004,91.930000,86.031746,744200
2017-05-11,91.690002,91.709999,91.000000,91.550003,85.676140,590400
2017-05-12,91.419998,91.489998,91.050003,91.139999,85.292435,355700
2017-05-15,91.360001,91.870003,91.360001,91.690002,85.807144,337700
2017-05-16,91.830002,91.849998,91.300003,91.449997,85.582550,542500
2017-05-17,90.769997,90.949997,89.980003,90.040001,84.263000,1293300
2017-05-18,89.919998,90.610001,89.750000,90.239998,84.450195,949800
2017-05-19,90.480003,91.269997,90.269997,90.970001,85.133347,721500
2017-05-22,91.150002,91.529999,91.010002,91.440002,85.573196,418700
2017-05-23,91.629997,91.669998,91.349998,91.459999,85.591896,399500
2017-05-24,91.540001,91.699997,91.440002,91.660004,85.779068,318800
2017-05-25,91.889999,92.209999,91.820000,92.029999,86.125336,557100
2017-05-26,91.980003,92.040001,91.900002,92.010002,86.106628,592300
2017-05-30,91.879997,91.989998,91.680000,91.839996,85.947525,495300
2017-05-31,91.959999,91.970001,91.459999,91.930000,86.031746,527700
2017-06-01,92.129997,92.900002,91.949997,92.879997,86.920792,739700
2017-06-02,92.940002,93.129997,92.720001,93.010002,87.042442,517800
2017-06-05,92.930000,93.000000,92.739998,92.809998,86.855278,369100
2017-06-06,92.519997,92.690002,92.330002,92.440002,86.509041,457300
2017-06-07,92.580002,92.699997,92.260002,92.529999,86.593254,555400
2017-06-08,92.550003,92.790001,92.339996,92.599998,86.658752,312900
2017-06-09,92.669998,93.199997,92.480003,92.879997,86.920792,532100
2017-06-12,92.800003,93.089996,92.669998,93.000000,87.033089,310200
2017-06-13,93.220001,93.589996,93.099998,93.589996,87.585236,530800
2017-06-14,93.629997,93.639999,93.080002,93.379997,87.388718,563500
2017-06-15,92.830002,93.239998,92.739998,93.180000,87.201546,442300
2017-06-16,92.919998,92.919998,92.470001,92.879997,87.221268,425300
2017-06-19,93.180000,93.489998,93.050003,93.459999,87.765945,672100
2017-06-20,93.360001,93.360001,92.660004,92.699997,87.052231,355100
2017-06-21,92.830002,92.860001,92.230003,92.440002,86.808090,312300
2017-06-22,92.430000,92.760002,92.300003,92.470001,86.836243,386300
2017-06-23,92.529999,92.779999,92.389999,92.680000,87.033455,285800
2017-06-26,92.930000,93.209999,92.830002,92.949997,87.287003,248700
2017-06-27,92.949997,93.099998,92.330002,92.330002,86.704788,539600
2017-06-28,92.739998,93.250000,92.739998,93.050003,87.380920,334500
2017-06-29,93.150002,93.260002,91.870003,92.389999,86.761131,432000
2017-06-30,92.760002,93.029999,92.500000,92.680000,87.033455,359600
2017-07-03,93.139999,93.400002,93.070000,93.070000,87.399689,390600
2017-07-05,93.199997,93.199997,92.660004,92.930000,87.268211,601100
2017-07-06,92.559998,92.610001,91.809998,91.910004,86.310379,508200
2017-07-07,92.029999,92.580002,92.010002,92.500000,86.864426,377000
2017-07-10,92.440002,92.680000,92.320000,92.519997,86.883202,271400
2017-07-11,92.459999,92.559998,91.930000,92.440002,86.808090,417500
2017-07-12,92.919998,93.250000,92.919998,93.080002,87.409088,1126600
2017-07-13,93.180000,93.389999,93.059998,93.349998,87.662628,594100
2017-07-14,93.440002,93.930000,93.309998,93.760002,88.047661,391200
2017-07-17,93.730003,94.040001,93.680000,93.870003,88.150948,358600
2017-07-18,93.750000,93.750000,93.430000,93.669998,87.963135,411200
2017-07-19,93.870003,94.339996,93.769997,94.339996,88.592308,538700
2017-07-20,94.459999,94.459999,94.120003,94.290001,88.545357,311300
2017-07-21,94.120003,94.330002,94.040001,94.309998,88.564133,272900
2017-07-24,94.260002,94.410004,94.080002,94.239998,88.498405,383900
2017-07-25,94.540001,94.800003,94.389999,94.610001,88.845871,261900
2017-07-26,94.669998,94.669998,94.330002,94.419998,88.667450,367000
2017-07-27,94.430000,94.459999,93.779999,94.320000,88.573540,552900
2017-07-28,94.139999,94.260002,94.010002,94.199997,88.460846,371300
2017-07-31,94.419998,94.459999,94.010002,94.160004,88.423279,494000
2017-08-01,94.410004,94.430000,93.970001,94.260002,88.517189,398200
2017-08-02,94.129997,94.129997,93.610001,93.959999,88.235474,449200
2017-08-03,93.870003,93.959999,93.620003,93.720001,88.010101,616400
2017-08-04,93.910004,93.949997,93.680000,93.860001,88.141563,487300
2017-08-07,93.879997,94.019997,93.809998,93.959999,88.235474,388300
2017-08-08,93.889999,94.379997,93.559998,93.730003,88.019478,477300
2017-08-09,93.449997,93.620003,93.279999,93.599998,87.897400,579900
2017-08-10,93.230003,93.300003,92.230003,92.260002,86.639046,670100
2017-08-11,92.129997,92.580002,92.129997,92.279999,86.657806,928800
2017-08-14,92.750000,93.330002,92.750000,93.150002,87.474838,423500
2017-08-15,93.230003,93.230003,92.839996,92.980003,87.315186,311900
2017-08-16,93.199997,93.410004,93.080002,93.220001,87.540550,322700
2017-08-17,92.980003,93.150002,91.790001,91.790001,86.197670,662400
2017-08-18,91.680000,92.099998,91.400002,91.580002,86.000481,1150600
2017-08-21,91.599998,91.769997,91.309998,91.660004,86.075592,648700
2017-08-22,91.879997,92.610001,91.760002,92.529999,86.892593,658600
2017-08-23,92.190002,92.449997,92.150002,92.260002,86.639046,355600
2017-08-24,92.449997,92.620003,92.110001,92.139999,86.526360,390900
2017-08-25,92.449997,92.709999,92.370003,92.459999,86.826859,379600
2017-08-28,92.639999,92.650002,92.150002,92.349998,86.723557,625700
2017-08-29,91.769997,92.370003,91.769997,92.260002,86.639046,473900
2017-08-30,92.199997,92.809998,92.110001,92.699997,87.052231,301800
2017-08-31,92.919998,93.349998,92.919998,93.220001,87.540550,285000
2017-09-01,93.440002,93.730003,93.389999,93.599998,87.897400,355800
2017-09-05,93.370003,93.550003,92.519997,92.959999,87.296379,626400
